,,,,,,,,,,,,
30053,Sat,"Dec 7, 2013",2:00 PM,not sure why this game is scheduled so late in the season,Terry,Mayfield South Field, Palo Alto Soccer Club 01B Blue, vs., Red Star SA 00B Red,U13B - Premier - Region 2,League U11-U13 FALL,
